Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
User 4,2022-02-19 18:36:09,00:10:21,,The Good Doctor: Season 3: Disaster (Episode 1),,Device Type 0,00:41:47,00:41:47,AE (United Arab Emirates)
User 4,2022-02-19 17:31:34,00:31:01,,The Good Doctor: Season 3: Disaster (Episode 1),,Device Type 0,00:31:30,Not latest view,AE (United Arab Emirates)
User 4,2022-02-19 16:50:54,00:08:23,,The Good Doctor: Season 2: Trampoline (Episode 18),,Device Type 0,00:43:00,00:43:00,AE (United Arab Emirates)
User 4,2022-02-19 16:07:19,00:22:18,,The Good Doctor: Season 2: Trampoline (Episode 18),,Device Type 0,00:35:44,Not latest view,AE (United Arab Emirates)
User 4,2022-02-19 15:54:05,00:13:05,,The Good Doctor: Season 2: Trampoline (Episode 18),,Device Type 0,00:13:27,Not latest view,AE (United Arab Emirates)
User 4,2022-02-19 15:09:01,00:42:26,,The Good Doctor: Season 2: Breakdown (Episode 17),,Device Type 0,00:42:26,00:42:26,AE (United Arab Emirates)
User 4,2022-02-19 15:04:14,00:04:41,,The Good Doctor: Season 2: Believe (Episode 16),,Device Type 0,00:43:10,00:43:10,AE (United Arab Emirates)
User 4,2022-02-19 14:58:52,00:04:42,,The Good Doctor: Season 2: Believe (Episode 16),,Device Type 0,00:38:29,Not latest view,AE (United Arab Emirates)
User 4,2022-02-19 14:34:33,00:23:35,,The Good Doctor: Season 2: Believe (Episode 16),,Device Type 0,00:33:47,Not latest view,AE (United Arab Emirates)
User 4,2022-02-19 14:30:22,00:03:50,,The Good Doctor: Season 2: Believe (Episode 16),,Device Type 0,00:11:03,Not latest view,AE (United Arab Emirates)
User 4,2022-02-19 14:06:10,00:07:17,,The Good Doctor: Season 2: Believe (Episode 16),,Device Type 0,00:07:17,Not latest view,AE (United Arab Emirates)
User 4,2022-02-19 13:22:17,00:42:34,,The Good Doctor: Season 2: Risk and Reward (Episode 15),,Device Type 0,00:42:33,00:42:33,AE (United Arab Emirates)
User 4,2022-02-19 12:37:09,00:35:08,,The Good Doctor: Season 2: Faces (Episode 14),,Device Type 0,00:43:10,00:43:10,AE (United Arab Emirates)
User 4,2022-02-19 06:08:43,00:08:09,,The Good Doctor: Season 2: Faces (Episode 14),,Device Type 0,00:08:09,Not latest view,AE (United Arab Emirates)
User 4,2022-02-19 05:19:54,00:42:49,,The Good Doctor: Season 2: Xin (Episode 13),,Device Type 0,00:42:30,00:42:30,AE (United Arab Emirates)
User 4,2022-02-19 04:47:36,00:22:53,,The Good Doctor: Season 2: Aftermath (Episode 12),,Device Type 0,00:42:16,00:42:16,AE (United Arab Emirates)
User 4,2022-02-18 19:45:24,00:14:49,,The Good Doctor: Season 2: Aftermath (Episode 12),,Device Type 0,00:19:25,Not latest view,AE (United Arab Emirates)
User 4,2022-02-18 16:59:18,00:05:11,,The Good Doctor: Season 2: Aftermath (Episode 12),,Device Type 0,00:05:05,Not latest view,AE (United Arab Emirates)
User 4,2022-02-18 16:59:14,00:00:02,,The Good Doctor: Season 2: Quarantine: Part 2 (Episode 11),,Device Type 0,00:00:02,00:00:02,AE (United Arab Emirates)
User 4,2022-02-18 16:57:14,00:01:58,,The Good Doctor: Season 2: Quarantine (Episode 10),,Device Type 0,00:01:58,00:01:58,AE (United Arab Emirates)
User 4,2022-02-18 16:14:32,00:42:28,,The Good Doctor: Season 2: Empathy (Episode 9),,Device Type 0,00:42:28,00:42:28,AE (United Arab Emirates)
User 4,2022-02-18 16:10:19,00:04:13,,The Good Doctor: Season 2: Stories (Episode 8),,Device Type 0,00:42:00,00:42:00,AE (United Arab Emirates)
User 4,2022-02-18 15:32:05,00:26:03,,The Good Doctor: Season 2: Stories (Episode 8),,Device Type 0,00:37:51,Not latest view,AE (United Arab Emirates)
User 4,2022-02-18 15:12:15,00:12:01,,The Good Doctor: Season 2: Stories (Episode 8),,Device Type 0,00:12:01,Not latest view,AE (United Arab Emirates)
User 4,2022-02-18 15:06:07,00:03:29,,The Good Doctor: Season 2: Hubert (Episode 7),,Device Type 0,00:43:00,00:43:00,AE (United Arab Emirates)
User 4,2022-02-18 14:56:33,00:04:59,,The Good Doctor: Season 2: Hubert (Episode 7),,Device Type 0,00:39:33,Not latest view,AE (United Arab Emirates)
User 4,2022-02-18 14:43:29,00:08:02,,The Good Doctor: Season 2: Hubert (Episode 7),,Device Type 0,00:34:34,Not latest view,AE (United Arab Emirates)
User 4,2022-02-18 14:10:47,00:24:39,,The Good Doctor: Season 2: Hubert (Episode 7),,Device Type 0,00:26:32,Not latest view,AE (United Arab Emirates)
User 4,2022-02-18 14:01:41,00:01:21,,The Good Doctor: Season 2: Hubert (Episode 7),,Device Type 0,00:02:00,Not latest view,AE (United Arab Emirates)
User 4,2022-02-18 13:26:27,00:34:13,,The Good Doctor: Season 2: Two-ply (or Not Two-ply) (Episode 6),,Device Type 0,00:42:29,00:42:29,AE (United Arab Emirates)
User 4,2022-02-18 13:21:37,00:01:15,,The Good Doctor: Season 2: Two-ply (or Not Two-ply) (Episode 6),,Device Type 0,00:08:21,Not latest view,AE (United Arab Emirates)
User 4,2022-02-18 06:29:10,00:01:33,,The Good Doctor: Season 2: Two-ply (or Not Two-ply) (Episode 6),,Device Type 0,00:07:07,Not latest view,AE (United Arab Emirates)
User 4,2022-02-18 05:53:07,00:02:43,,The Good Doctor: Season 2: Two-ply (or Not Two-ply) (Episode 6),,Device Type 0,00:05:42,Not latest view,FR (France)
User 4,2022-02-18 05:46:13,00:03:01,,The Good Doctor: Season 2: Two-ply (or Not Two-ply) (Episode 6),,Device Type 0,00:03:01,Not latest view,AE (United Arab Emirates)
User 4,2022-02-18 05:14:34,00:26:05,,The Good Doctor: Season 2: Carrots (Episode 5),,Device Type 0,00:42:31,00:42:31,AE (United Arab Emirates)
User 4,2022-02-18 05:02:36,00:10:10,,The Good Doctor: Season 2: Carrots (Episode 5),,Device Type 0,00:16:29,Not latest view,AE (United Arab Emirates)
User 4,2022-02-18 04:52:00,00:03:50,,The Good Doctor: Season 2: Carrots (Episode 5),,Device Type 0,00:06:22,Not latest view,AE (United Arab Emirates)
User 4,2022-02-18 04:18:44,00:02:49,,The Good Doctor: Season 2: Carrots (Episode 5),,Device Type 0,00:02:48,Not latest view,AE (United Arab Emirates)
User 4,2022-02-18 03:32:50,00:42:35,,The Good Doctor: Season 2: Tough Titmouse (Episode 4),,Device Type 0,00:42:41,00:42:41,AE (United Arab Emirates)
User 4,2022-02-18 03:15:55,00:13:39,,The Good Doctor: Season 2: 36 Hours (Episode 3),,Device Type 0,00:42:29,00:42:29,AE (United Arab Emirates)
User 4,2022-02-18 02:43:46,00:28:55,,The Good Doctor: Season 2: 36 Hours (Episode 3),,Device Type 0,00:28:55,Not latest view,AE (United Arab Emirates)
User 4,2022-02-18 02:00:56,00:42:45,,The Good Doctor: Season 2: Middle Ground (Episode 2),,Device Type 0,00:42:26,00:42:26,AE (United Arab Emirates)
User 4,2022-02-17 20:41:20,00:36:31,,The Good Doctor: Season 2: Middle Ground (Episode 2),,Device Type 0,00:36:31,Not latest view,AE (United Arab Emirates)
User 4,2022-02-17 20:31:59,00:09:21,,The Good Doctor: Season 2: Hello (Episode 1),,Device Type 0,00:42:29,00:42:29,AE (United Arab Emirates)
User 4,2022-02-17 19:54:00,00:32:38,,The Good Doctor: Season 2: Hello (Episode 1),,Device Type 0,00:33:31,Not latest view,AE (United Arab Emirates)
User 4,2022-02-17 19:11:23,00:42:36,,The Good Doctor: Season 1: More (Episode 18),,Device Type 0,00:42:36,00:42:36,AE (United Arab Emirates)
User 4,2022-02-17 19:02:06,00:09:16,,The Good Doctor: Season 1: Smile (Episode 17),,Device Type 0,00:42:37,00:42:37,AE (United Arab Emirates)
User 4,2022-02-17 19:01:43,00:00:03,,Seinfeld: Season 1: Seinfeld (Episode 1),,Device Type 0,00:18:17,00:18:17,AE (United Arab Emirates)
User 4,2022-02-17 18:19:31,00:33:22,,The Good Doctor: Season 1: Smile (Episode 17),,Device Type 0,00:33:22,Not latest view,AE (United Arab Emirates)
User 4,2022-02-17 17:37:29,00:42:02,,The Good Doctor: Season 1: Pain (Episode 16),,Device Type 0,00:42:02,00:42:02,AE (United Arab Emirates)
User 4,2022-02-17 16:54:10,00:43:18,,The Good Doctor: Season 1: Heartfelt (Episode 15),,Device Type 0,00:42:33,00:42:33,AE (United Arab Emirates)
User 4,2022-02-17 16:44:06,00:10:03,,The Good Doctor: Season 1: She (Episode 14),,Device Type 0,00:42:28,00:42:28,AE (United Arab Emirates)
User 4,2022-02-17 09:02:48,00:07:20,,The Good Doctor: Season 1: She (Episode 14),,Device Type 0,00:32:27,Not latest view,AE (United Arab Emirates)
User 4,2022-02-17 03:15:38,00:25:10,,The Good Doctor: Season 1: She (Episode 14),,Device Type 0,00:25:09,Not latest view,AE (United Arab Emirates)
User 4,2022-02-17 02:44:23,00:31:14,,The Good Doctor: Season 1: Seven Reasons (Episode 13),,Device Type 0,00:42:28,00:42:28,AE (United Arab Emirates)
User 4,2022-02-16 20:57:43,00:11:14,,The Good Doctor: Season 1: Seven Reasons (Episode 13),,Device Type 0,00:11:14,Not latest view,AE (United Arab Emirates)
User 4,2022-02-16 20:15:32,00:42:07,,The Good Doctor: Season 1: Islands: Part 2 (Episode 12),,Device Type 0,00:42:38,00:42:38,AE (United Arab Emirates)
User 4,2022-02-16 20:14:00,00:01:31,,The Good Doctor: Season 1: Islands: Part 1 (Episode 11),,Device Type 0,00:42:37,00:42:37,AE (United Arab Emirates)
User 4,2022-02-16 20:13:48,00:00:05,,The Good Doctor: Season 1: Islands: Part 2 (Episode 12),,Device Type 0,00:00:05,Not latest view,AE (United Arab Emirates)
User 4,2022-02-16 19:31:38,00:40:47,,The Good Doctor: Season 1: Islands: Part 1 (Episode 11),,Device Type 0,00:41:14,Not latest view,AE (United Arab Emirates)
User 4,2022-02-16 19:13:41,00:17:50,,The Good Doctor: Season 1: Sacrifice (Episode 10),,Device Type 0,00:42:36,00:42:36,AE (United Arab Emirates)
User 4,2022-02-16 18:38:31,00:19:18,,The Good Doctor: Season 1: Sacrifice (Episode 10),,Device Type 0,00:26:35,Not latest view,AE (United Arab Emirates)
User 4,2022-02-16 14:51:20,00:56:07,,War of the Worlds,,Device Type 5,01:47:17,01:47:17,IN (India)
User 4,2022-02-16 14:51:12,00:00:04,Autoplayed: user action: None; ,War of the Worlds_hook_primary_16x9,HOOK,Device Type 5,00:00:04,00:00:04,IN (India)
User 4,2022-02-16 08:06:46,00:35:49,,War of the Worlds,,Device Type 5,00:51:11,Not latest view,IN (India)
User 4,2022-02-16 08:06:32,00:00:10,Autoplayed: user action: None; ,War of the Worlds_hook_primary_16x9,HOOK,Device Type 5,00:00:10,Not latest view,IN (India)
User 4,2022-02-16 07:56:33,00:09:25,Autoplayed: user action: User_Interaction; ,Sully,,Device Type 5,00:38:48,00:38:48,IN (India)
User 4,2022-02-16 07:54:29,00:01:20,Autoplayed: user action: None; ,The Jackal_hook_primary_16x9,HOOK,Device Type 5,00:01:20,00:01:20,IN (India)
User 4,2022-02-16 07:54:12,00:00:04,Autoplayed: user action: None; ,S.W.A.T.: S.W.A.T.: Season 1_hook_primary_16x9,HOOK,Device Type 5,00:00:04,00:00:04,IN (India)
User 4,2022-02-16 07:53:49,00:00:18,Autoplayed: user action: None; ,Sully_hook_primary_16x9,HOOK,Device Type 5,00:00:18,00:00:18,IN (India)
User 4,2022-02-16 07:53:36,00:00:05,Autoplayed: user action: None; ,Body of Lies_hook_primary_16x9,HOOK,Device Type 5,00:00:05,00:00:05,IN (India)
User 4,2022-02-16 07:52:56,00:00:04,Autoplayed: user action: None; ,Season 1 Trailer 2: All of Us Are Dead,TRAILER,Device Type 5,00:00:04,00:00:04,IN (India)
User 4,2022-02-16 07:50:42,00:01:30,Autoplayed: user action: None; ,Sweet Home: Season 1_CLIP_MUSIC_NON1,HOOK,Device Type 5,00:01:30,00:01:30,IN (India)
User 4,2022-02-16 07:49:20,00:00:30,Autoplayed: user action: None; ,Blade Runner 2049_hook_primary_16x9,HOOK,Device Type 5,00:00:30,Not latest view,IN (India)
User 4,2022-02-16 07:48:34,00:00:40,Autoplayed: user action: None; ,Focus_hook_primary_16x9,HOOK,Device Type 5,00:00:40,00:00:40,IN (India)
User 4,2022-02-16 07:48:03,00:00:08,Autoplayed: user action: None; ,The Fugitive_hook_primary_16x9,HOOK,Device Type 5,00:00:08,00:00:08,IN (India)
User 4,2022-02-16 07:47:41,00:00:07,Autoplayed: user action: None; ,Naruto: Season 1_hook_primary_16x9,HOOK,Device Type 5,00:00:07,Not latest view,IN (India)
User 4,2022-02-16 04:07:13,00:07:56,,The Good Doctor: Season 1: Sacrifice (Episode 10),,Device Type 0,00:07:56,Not latest view,AE (United Arab Emirates)
User 4,2022-02-16 04:07:06,00:00:04,,The Good Doctor: Season 1: Intangibles (Episode 9),,Device Type 0,00:00:04,00:00:04,AE (United Arab Emirates)
User 4,2022-02-16 03:44:56,00:15:23,,The Good Doctor: Season 1: Intangibles (Episode 9),,Device Type 0,00:42:15,Not latest view,AE (United Arab Emirates)
User 4,2022-02-16 03:14:31,00:19:44,,Naruto: Season 9: The Village of Artisans: The Counterattack! (Episode 6),,Device Type 5,00:21:19,00:21:19,IN (India)
User 4,2022-02-16 03:14:30,00:26:55,,The Good Doctor: Season 1: Intangibles (Episode 9),,Device Type 0,00:26:55,Not latest view,AE (United Arab Emirates)
User 4,2022-02-16 03:12:42,00:00:12,Autoplayed: user action: None; ,Naruto: Season 6: Pure Terror! The House of Orochimaru (Episode 4),,Device Type 5,00:00:12,00:00:12,IN (India)
User 4,2022-02-16 03:10:45,00:01:25,Autoplayed: user action: None; ,The Meg_hook_primary_16x9,HOOK,Device Type 5,00:01:25,00:01:25,IN (India)
User 4,2022-02-16 03:10:15,00:00:20,Autoplayed: user action: None; ,Now You See Me 2_hook_primary_16x9,HOOK,Device Type 5,00:00:20,00:00:20,IN (India)
User 4,2022-02-16 02:45:08,00:29:21,,The Good Doctor: Season 1: Apple (Episode 8),,Device Type 0,00:42:13,00:42:13,AE (United Arab Emirates)
User 4,2022-02-16 02:22:27,00:13:31,,The Good Doctor: Season 1: Apple (Episode 8),,Device Type 0,00:13:31,Not latest view,AE (United Arab Emirates)
User 4,2022-02-16 01:55:06,00:23:09,,The Good Doctor: Season 1: 22 Steps (Episode 7),,Device Type 0,00:42:10,00:42:10,AE (United Arab Emirates)
User 4,2022-02-15 19:39:45,00:19:05,,The Good Doctor: Season 1: 22 Steps (Episode 7),,Device Type 0,00:19:05,Not latest view,AE (United Arab Emirates)
User 4,2022-02-15 19:34:48,00:04:56,,The Good Doctor: Season 1: Not Fake (Episode 6),,Device Type 0,00:42:38,00:42:38,AE (United Arab Emirates)
User 4,2022-02-15 18:19:48,01:09:41,,The Queen's Gambit: Limited Series: End Game (Episode 7),,Device Type 0,01:04:47,01:04:47,AE (United Arab Emirates)
User 4,2022-02-15 17:20:25,00:58:59,,The Queen's Gambit: Limited Series: Adjournment (Episode 6),,Device Type 0,00:57:16,00:57:16,AE (United Arab Emirates)
User 4,2022-02-15 16:34:47,00:45:31,,The Queen's Gambit: Limited Series: Fork (Episode 5),,Device Type 0,00:45:24,00:45:24,AE (United Arab Emirates)
User 4,2022-02-15 16:19:06,00:15:37,,The Queen's Gambit: Limited Series: Middle Game (Episode 4),,Device Type 0,00:45:52,00:45:52,AE (United Arab Emirates)
User 4,2022-02-15 16:12:39,00:05:31,,The Queen's Gambit: Limited Series: Middle Game (Episode 4),,Device Type 0,00:30:37,Not latest view,AE (United Arab Emirates)
User 4,2022-02-15 15:31:57,00:06:52,,The Queen's Gambit: Limited Series: Middle Game (Episode 4),,Device Type 0,00:25:12,Not latest view,AE (United Arab Emirates)
User 4,2022-02-15 15:08:33,00:18:36,,The Queen's Gambit: Limited Series: Middle Game (Episode 4),,Device Type 0,00:18:27,Not latest view,AE (United Arab Emirates)
User 4,2022-02-15 14:54:07,01:20:59,Autoplayed: user action: Unspecified; ,Now You See Me 2,,Device Type 5,01:54:12,01:54:12,IN (India)
User 4,2022-02-15 14:53:47,00:00:04,Autoplayed: user action: None; ,Rush Hour 2_hook_primary_16x9,HOOK,Device Type 5,00:00:04,00:00:04,IN (India)
User 4,2022-02-15 14:34:26,00:33:35,,The Queen's Gambit: Limited Series: Doubled Pawns (Episode 3),,Device Type 0,00:43:36,00:43:36,AE (United Arab Emirates)
User 4,2022-02-15 14:23:50,00:09:56,,The Queen's Gambit: Limited Series: Doubled Pawns (Episode 3),,Device Type 0,00:10:03,Not latest view,AE (United Arab Emirates)
User 4,2022-02-15 13:16:59,01:02:42,,The Queen's Gambit: Limited Series: Exchanges (Episode 2),,Device Type 0,01:02:22,01:02:22,AE (United Arab Emirates)
User 4,2022-02-15 12:10:20,00:52:03,,The Queen's Gambit: Limited Series: Openings (Episode 1),,Device Type 0,00:56:33,00:56:33,AE (United Arab Emirates)
User 4,2022-02-15 12:04:22,00:05:17,,The Queen's Gambit: Limited Series: Openings (Episode 1),,Device Type 0,00:05:17,Not latest view,AE (United Arab Emirates)
User 4,2022-02-15 11:56:56,00:05:27,,Rush Hour,,Device Type 0,00:30:54,00:30:54,AE (United Arab Emirates)
User 4,2022-02-15 11:46:05,00:10:39,,Rush Hour,,Device Type 0,00:25:27,Not latest view,AE (United Arab Emirates)
User 4,2022-02-15 11:26:26,00:14:46,,Rush Hour,,Device Type 0,00:14:48,Not latest view,CA (Canada)
User 4,2022-02-15 11:14:05,00:12:11,,Angel Has Fallen,,Device Type 0,01:46:16,Not latest view,AE (United Arab Emirates)
User 4,2022-02-15 11:09:46,00:00:20,,Angel Has Fallen,,Device Type 0,01:34:04,Not latest view,AE (United Arab Emirates)
User 4,2022-02-15 10:26:31,00:36:08,,Angel Has Fallen,,Device Type 0,01:33:50,Not latest view,AE (United Arab Emirates)
User 4,2022-02-15 09:52:18,00:24:27,,Angel Has Fallen,,Device Type 0,00:58:21,Not latest view,CA (Canada)
User 4,2022-02-15 09:13:50,00:34:09,,Angel Has Fallen,,Device Type 0,00:33:56,Not latest view,CA (Canada)
User 4,2022-02-15 08:47:19,00:26:03,,Sherlock: Series 2: The Reichenbach Fall (Episode 3),,Device Type 0,00:25:31,00:25:31,AE (United Arab Emirates)
User 4,2022-02-15 08:35:16,00:12:02,,Sherlock: Series 2: The Hounds of Baskerville (Episode 2),,Device Type 0,01:27:55,01:27:55,AE (United Arab Emirates)
User 4,2022-02-15 07:58:58,00:19:45,Autoplayed: user action: User_Interaction; ,Now You See Me 2,,Device Type 5,00:33:14,Not latest view,IN (India)
User 4,2022-02-15 06:29:41,00:24:34,,Sherlock: Series 2: The Hounds of Baskerville (Episode 2),,Device Type 0,01:16:07,Not latest view,AE (United Arab Emirates)
User 4,2022-02-15 06:01:15,00:21:28,,Sherlock: Series 2: The Hounds of Baskerville (Episode 2),,Device Type 0,00:51:37,Not latest view,AE (United Arab Emirates)
User 4,2022-02-15 05:55:03,00:03:05,,Sherlock: Series 2: The Hounds of Baskerville (Episode 2),,Device Type 0,00:30:39,Not latest view,AE (United Arab Emirates)
User 4,2022-02-15 05:47:09,00:07:50,,Sherlock: Series 2: The Hounds of Baskerville (Episode 2),,Device Type 0,00:27:36,Not latest view,AE (United Arab Emirates)
User 4,2022-02-15 05:13:22,00:21:49,,The Good Doctor: Season 1: Not Fake (Episode 6),,Device Type 0,00:37:46,Not latest view,AE (United Arab Emirates)
User 4,2022-02-15 04:06:42,01:02:51,,Mission: Impossible II,,Device Type 0,01:58:59,01:58:59,AE (United Arab Emirates)
User 4,2022-02-15 03:44:37,00:06:35,,Mission: Impossible II,,Device Type 0,00:56:28,Not latest view,AE (United Arab Emirates)
User 4,2022-02-15 03:34:22,00:04:45,,Mission: Impossible II,,Device Type 0,00:49:55,Not latest view,AE (United Arab Emirates)
User 4,2022-02-15 03:01:19,00:31:54,,Mission: Impossible II,,Device Type 0,00:45:10,Not latest view,AE (United Arab Emirates)
User 4,2022-02-15 02:49:21,00:07:11,,Mission: Impossible II,,Device Type 0,00:13:16,Not latest view,CA (Canada)
User 4,2022-02-15 02:40:31,00:06:11,,Mission: Impossible II,,Device Type 0,00:06:10,Not latest view,AE (United Arab Emirates)
User 4,2022-02-15 02:20:29,00:19:56,,Mission: Impossible,,Device Type 0,01:46:09,01:46:09,AE (United Arab Emirates)
User 4,2022-02-14 17:53:49,01:25:05,,Mission: Impossible,,Device Type 0,01:26:18,Not latest view,AE (United Arab Emirates)
User 4,2022-02-14 17:31:56,00:01:55,,Mission: Impossible,,Device Type 0,00:02:04,Not latest view,AE (United Arab Emirates)
User 4,2022-02-14 17:24:04,00:07:10,,The Good Doctor: Season 1: Not Fake (Episode 6),,Device Type 0,00:15:58,Not latest view,AE (United Arab Emirates)
User 4,2022-02-14 17:05:38,00:00:02,,Flight,,Device Type 0,00:23:58,Not latest view,AE (United Arab Emirates)
User 4,2022-02-14 15:37:43,00:03:18,,Flight,,Device Type 0,00:27:14,Not latest view,CA (Canada)
User 4,2022-02-14 15:13:08,00:24:13,,Flight,,Device Type 0,00:23:57,Not latest view,AE (United Arab Emirates)
User 4,2022-02-14 14:20:45,00:45:30,,Jack Ryan: Shadow Recruit,,Device Type 0,01:39:11,01:39:11,AE (United Arab Emirates)
User 4,2022-02-14 13:51:20,00:19:07,,Jack Ryan: Shadow Recruit,,Device Type 0,00:53:56,Not latest view,AE (United Arab Emirates)
User 4,2022-02-14 13:46:22,00:04:43,,Jack Ryan: Shadow Recruit,,Device Type 0,00:35:56,Not latest view,AE (United Arab Emirates)
User 4,2022-02-14 12:45:43,00:19:54,,Jack Ryan: Shadow Recruit,,Device Type 0,00:31:14,Not latest view,FR (France)
User 4,2022-02-14 11:29:34,00:12:50,,Jack Ryan: Shadow Recruit,,Device Type 0,00:12:49,Not latest view,AE (United Arab Emirates)
User 4,2022-02-14 11:11:42,00:13:42,,White House Down,,Device Type 0,02:05:33,02:05:33,AE (United Arab Emirates)
User 4,2022-02-14 10:26:44,00:12:56,,White House Down,,Device Type 0,01:51:53,Not latest view,AE (United Arab Emirates)
User 4,2022-02-14 09:54:21,00:10:13,,White House Down,,Device Type 0,01:38:58,Not latest view,AE (United Arab Emirates)
User 4,2022-02-14 09:51:05,00:01:07,,White House Down,,Device Type 0,01:28:51,Not latest view,AE (United Arab Emirates)
User 4,2022-02-14 09:47:56,00:01:28,,White House Down,,Device Type 0,01:27:46,Not latest view,AE (United Arab Emirates)
User 4,2022-02-14 09:39:55,00:07:26,,White House Down,,Device Type 0,01:26:20,Not latest view,AE (United Arab Emirates)
User 4,2022-02-14 09:33:01,00:02:52,,White House Down,,Device Type 0,01:18:54,Not latest view,AE (United Arab Emirates)
User 4,2022-02-14 08:03:23,00:00:30,,"Naruto: Season 6: Pure Betrayal, and a Fleeting Plea! (Episode 3)",,Device Type 5,00:21:29,00:21:29,IN (India)
User 4,2022-02-14 08:03:12,00:00:08,Autoplayed: user action: None; ,Naruto: Season 1_hook_primary_16x9,HOOK,Device Type 5,00:00:08,Not latest view,IN (India)
User 4,2022-02-14 08:02:59,00:00:10,Autoplayed: user action: None; ,Venom_hook_primary_16x9,HOOK,Device Type 5,00:00:10,00:00:10,IN (India)
User 4,2022-02-14 08:02:51,00:00:05,Autoplayed: user action: None; ,Naruto: Season 1_hook_primary_16x9,HOOK,Device Type 5,00:00:05,Not latest view,IN (India)
User 4,2022-02-14 06:03:44,00:04:35,,White House Down,,Device Type 0,01:16:13,Not latest view,AE (United Arab Emirates)
User 4,2022-02-14 04:31:08,00:13:35,,Now You See Me 2,,Device Type 5,00:13:35,Not latest view,IN (India)
User 4,2022-02-14 04:31:00,00:00:05,Autoplayed: user action: None; ,Now You See Me 2_hook_primary_16x9,HOOK,Device Type 5,00:00:05,Not latest view,IN (India)
User 4,2022-02-14 04:30:50,00:00:05,Autoplayed: user action: None; ,The Bourne Identity_hook_primary_16x9,HOOK,Device Type 5,00:00:05,00:00:05,IN (India)
User 4,2022-02-14 04:30:07,00:00:38,Autoplayed: user action: None; ,Inglourious Basterds_hook_primary_16x9,HOOK,Device Type 5,00:00:38,00:00:38,IN (India)
User 4,2022-02-14 04:28:26,00:01:31,Autoplayed: user action: None; ,Wu Assassins: Asian American Diner (Rich Hook),HOOK,Device Type 5,00:01:31,00:01:31,IN (India)
User 4,2022-02-14 04:28:00,00:00:10,Autoplayed: user action: None; ,Marvel's Daredevil: Season 1_VAR2-RECIPE-1_AGENCY1,TEASER_TRAILER,Device Type 5,00:00:10,00:00:10,IN (India)
User 4,2022-02-14 04:27:32,00:00:09,Autoplayed: user action: None; ,Trailer: Inventing Anna,TRAILER,Device Type 5,00:00:09,00:00:09,IN (India)
User 4,2022-02-14 04:27:26,00:00:04,Autoplayed: user action: None; ,Sully_hook_primary_16x9,HOOK,Device Type 5,00:00:04,Not latest view,IN (India)
User 4,2022-02-14 04:27:02,00:00:11,Autoplayed: user action: None; ,The Pursuit of Happyness_hook_primary_16x9,HOOK,Device Type 5,00:00:11,00:00:11,IN (India)
User 4,2022-02-14 04:26:27,00:00:32,Autoplayed: user action: None; ,Coach Carter_hook_primary_16x9,HOOK,Device Type 5,00:00:32,00:00:32,IN (India)
User 4,2022-02-14 04:24:11,00:38:30,,White House Down,,Device Type 0,01:11:43,Not latest view,AE (United Arab Emirates)
User 4,2022-02-14 03:50:43,00:33:14,,White House Down,,Device Type 0,00:33:14,Not latest view,AE (United Arab Emirates)
User 4,2022-02-14 03:50:33,00:00:05,,The Good Doctor: Season 1: Not Fake (Episode 6),,Device Type 0,00:08:23,Not latest view,AE (United Arab Emirates)
User 4,2022-02-14 02:31:21,00:58:08,,Sherlock: Series 2: The Hounds of Baskerville (Episode 2),,Device Type 0,00:24:01,Not latest view,AE (United Arab Emirates)
User 4,2022-02-14 01:50:15,00:40:13,,Sherlock: Series 2: A Scandal in Belgravia (Episode 1),,Device Type 0,01:29:06,01:29:06,AE (United Arab Emirates)
User 4,2022-02-13 21:10:59,00:14:55,,Sherlock: Series 2: A Scandal in Belgravia (Episode 1),,Device Type 0,00:49:11,Not latest view,AE (United Arab Emirates)
User 4,2022-02-13 20:29:04,00:34:21,,Sherlock: Series 2: A Scandal in Belgravia (Episode 1),,Device Type 0,00:35:19,Not latest view,CA (Canada)
User 4,2022-02-13 20:03:29,00:24:28,,Sherlock: Series 1: The Great Game (Episode 3),,Device Type 0,01:29:21,01:29:21,AE (United Arab Emirates)
User 4,2022-02-13 19:57:12,00:02:26,,Sherlock: Series 1: The Great Game (Episode 3),,Device Type 0,01:04:55,Not latest view,CA (Canada)
User 4,2022-02-13 19:14:59,00:21:19,,Sherlock: Series 1: The Great Game (Episode 3),,Device Type 0,01:02:34,Not latest view,AE (United Arab Emirates)
User 4,2022-02-13 18:37:41,00:26:00,,Sherlock: Series 1: The Great Game (Episode 3),,Device Type 0,00:41:16,Not latest view,AE (United Arab Emirates)
User 4,2022-02-13 18:21:53,00:15:23,,Sherlock: Series 1: The Great Game (Episode 3),,Device Type 0,00:15:43,Not latest view,AE (United Arab Emirates)
User 4,2022-02-13 18:09:24,00:12:28,,Sherlock: Series 1: The Blind Banker (Episode 2),,Device Type 0,01:28:00,01:28:00,AE (United Arab Emirates)
User 4,2022-02-13 17:23:28,00:43:39,,Sherlock: Series 1: The Blind Banker (Episode 2),,Device Type 0,01:15:33,Not latest view,AE (United Arab Emirates)
User 4,2022-02-13 17:03:30,00:03:46,,Sherlock: Series 1: The Blind Banker (Episode 2),,Device Type 0,00:32:09,Not latest view,AE (United Arab Emirates)
